period;download_path;download_mode;format;path;inputs_folder;data_folder;missing_symbols;ft_pessoas
2010;ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/;ftp;fwf;Microdados;;;;NA&Amostra_Pessoas_[0-9]{2}.*?txt
