period;format;download_path;download_mode;path;inputs_folder;data_folder;missing_symbols;ft_aluno;ft_escola;
2016;csv;http://download.inep.gov.br/microdados/microdados_ana_2016.zip;source;microdados_ana_2016/microdados_ana_2016/MICRODADOS_2016;;DADOS;;|&TS_ALUNO.csv;|&TS_ESCOLA.csv;
